,BBC_Date,BBC_Tweet Text,BBC_Compound,BBC_Positive,BBC_Neutral,BBC_Negative,CBS_Date,CBS_Tweet Text,CBS_Compound,CBS_Positive,CBS_Neutral,CBS_Negative,CNN_Date,CNN_Tweet Text,CNN_Compound,CNN_Positive,CNN_Neutral,CNN_Negative,FOXTV_Date,FOXTV_Tweet Text,FOXTV_Compound,FOXTV_Positive,FOXTV_Neutral,FOXTV_Negative,nytimes_Date,nytimes_Tweet Text,nytimes_Compound,nytimes_Positive,nytimes_Neutral,nytimes_Negative
71,2018-01-15 14:02:03,"155 years ago, the world's first tunnel underneath a river was built. 

This is the history of the London Undergrou… https://t.co/awVEDUOxSx",0.0,0.0,1.0,0.0,2017-12-24 20:40:42,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",0.7574,0.289,0.711,0.0,2018-01-17 12:58:06,"Detroit man deported to Mexico after 30 years in the US: ""I didn't go into the country by my choice. I was a kid. I… https://t.co/0rk0Zkk7kd",0.0,0.0,1.0,0.0,2018-01-07 14:00:02,An all-new #FamilyGuy is comin' in hot tonight at 9/8c. https://t.co/632dpcwzMm,0.0,0.0,1.0,0.0,2018-01-17 05:01:11,High-Fat Diet May Fuel Spread of Prostate Cancer https://t.co/c9dWnJ5imL,-0.6597,0.0,0.645,0.355
72,2018-01-15 13:33:03,Thousands of people celebrated alternative black culture at Africa's first AfroPunk festival. 📸… https://t.co/nBFMlSDism,0.7845,0.365,0.635,0.0,2017-12-24 14:17:43,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,0.7974,0.273,0.727,0.0,2018-01-17 12:51:59,"When Saudi Arabia's Jeddah Tower opens in 2020, it will knock Dubai's iconic Burj Khalifa off its throne as the tal… https://t.co/pvx9GFQIgR",0.0,0.0,1.0,0.0,2018-01-06 20:30:05,🔑🔑 SATURDAY FEELS. 🔑🔑 #TheFour https://t.co/hxRojS911G,0.0,0.0,1.0,0.0,2018-01-17 04:48:04,“We’re devastated.” A mother of 2 describes how her husband was deported after 30 years in the U.S. https://t.co/H0xWwIhTkh,0.0,0.0,1.0,0.0
73,2018-01-15 13:03:25,"RT @BBC_Teach: The stage is set for today's #500Words Live Lesson and it's looking 👌!

Join us and these lovely people 👇 at 2pm to get thei…",0.7424,0.208,0.792,0.0,2017-12-24 12:30:02,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",0.0,0.0,1.0,0.0,2018-01-17 12:50:21,"Wife of Detroit man deported to Mexico after living 30 years in the US: “It’s sad, it’s devastating, it’s a nightma… https://t.co/Pz5BPnwtnv",-0.8126,0.0,0.72,0.28,2018-01-06 18:00:03,*Still screaming* #TheXFiles https://t.co/e0wIts3umJ,0.0,0.0,1.0,0.0,2018-01-17 04:33:03,Understanding grief https://t.co/F1SnB7Icua,-0.4939,0.0,0.385,0.615
74,2018-01-15 13:01:04,"Martin Luther King combined radical thought, political nous &amp; oratorical brilliance.

His I Have A Dream speech des… https://t.co/esYwLTTPAL",0.7096,0.282,0.718,0.0,2017-12-23 16:21:17,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",0.0,0.0,1.0,0.0,2018-01-17 12:50:01,"The Dubai Frame, believed to be the world's largest picture frame, gives visitors a spectacular new vantage point f… https://t.co/yNNJgooOoZ",0.0,0.0,1.0,0.0,2018-01-06 14:00:02,What Chef says goes! Ketchup on last night's #HellsKitchen. ➡️  https://t.co/adyc7NWAD1 https://t.co/6ysNMeeXkt,0.0,0.0,1.0,0.0,2018-01-17 04:18:02,The majority of members of the National Parks System Advisory Board have jointly resigned to protest Trump administ… https://t.co/0AWwb3aMTB,-0.4588,0.0,0.81,0.19
75,2018-01-15 12:33:47,"RT @BBCRadio2: 🎉 @achrisevans officially declares 2018's 500 Words competition....OPEN! 🎉
Do you know a child with a knack for storytelling…",0.0,0.0,1.0,0.0,2017-12-23 15:00:02,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",0.8236,0.286,0.714,0.0,2018-01-17 12:40:06,Hong Kong's most famous pro-democracy activist Joshua Wong is heading back to prison https://t.co/93moMj0Q0N https://t.co/CgNHL1CDU6,-0.5106,0.0,0.809,0.191,2018-01-06 00:00:03,It all starts with one call. 📞 Watch the first episode of #911onFOX: https://t.co/lp0EunkIHb https://t.co/HjNZQUi6zi,0.0,0.0,1.0,0.0,2018-01-17 04:03:02,Horror for 13 California siblings hidden by veneer of a private home school https://t.co/9l290yUuuH,-0.5719,0.0,0.764,0.236
76,2018-01-15 12:33:01,"These turtles have to battle through piles of rubbish and debris to get back to the ocean. 🐢 

#OurBluePlanet https://t.co/mbI36NK98e",-0.3818,0.0,0.874,0.126,2017-12-23 12:37:04,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,0.7712,0.355,0.645,0.0,2018-01-17 12:30:10,What we learned from 365 days of Trump polls https://t.co/r4I8jNzh2p https://t.co/LGfUpuIvnt,0.0,0.0,1.0,0.0,2018-01-05 20:30:05,RETWEET if this is you right now. #FridayFeeling #TheSimpsons https://t.co/6PlU2Ko7qc,0.0,0.0,1.0,0.0,2018-01-17 03:48:04,RT @FrankBruni: Lindsey Graham is no hero in this. He lavished plenty of energy on propping up President Trump &amp; should have known better.…,0.5423,0.197,0.727,0.076
77,2018-01-15 12:28:53,RT @bbcthree: #McMafia - the real-life heists behind the BBC drama https://t.co/1livSl0Wjt https://t.co/quEY9ExXmY,0.0,0.0,1.0,0.0,2017-12-23 07:24:44,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,0.743,0.311,0.583,0.107,2018-01-17 12:20:08,"The first so-called ""ghost ship"" of 2018 washes up in Japan with dead North Koreans. More than 100 arrived on Japan… https://t.co/wLxNAA74Op",-0.765,0.0,0.752,0.248,2018-01-05 18:30:12,RT @TheMickFOX: Were you a Kelly Taylor fan? #TheMick https://t.co/Tfe9kb6ofd,0.3182,0.223,0.777,0.0,2018-01-17 03:33:05,"""The Bitcoin bubble may ultimately turn out to be a distraction from the true significance of the blockchain."" https://t.co/iPO8ZCTMb0",0.3182,0.218,0.667,0.116
78,2018-01-15 12:13:03,"Pedal power! 🚴⚡️ 

How many cyclists would it take to power a home? https://t.co/CKtcL7xxtM https://t.co/gNtPFb3BBw",0.0,0.0,1.0,0.0,2017-12-23 06:39:45,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,0.8687,0.365,0.635,0.0,2018-01-17 12:10:10,4 early predictions about Trump that went bust | Analysis by @GregJKrieg https://t.co/10CIYAJ6eI https://t.co/OsapFfcmyA,0.0,0.0,1.0,0.0,2018-01-05 17:57:05,Which team will dominate #HellsKitchen tonight at 8/7c? https://t.co/N0wpJ7JyBs,-0.128,0.0,0.842,0.158,2018-01-17 03:18:04,A photographer captures a colorful world of craft and complexity inside one of America’s last pencil factories https://t.co/3aRO9rcH8v,0.0,0.0,1.0,0.0
79,2018-01-15 12:10:56,"RT @bbcideas: Humans are rubbish! We get diseases, our bodies start to creak… but what if we could become part-machine? 🤔🎥 https://t.co/uVF…",0.0,0.0,1.0,0.0,2017-12-23 01:38:37,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",-0.1531,0.104,0.769,0.127,2018-01-17 12:00:24,"5 things for Wednesday:

- Russia investigation
- National security
- Navy ship collisions
- Palestinian aid
- Rohi… https://t.co/6K044bXBDY",0.0772,0.145,0.727,0.127,2018-01-05 14:00:05,Gene is reckless. 💨 #BobsBurgers https://t.co/euKsI4gdAZ,-0.4019,0.0,0.597,0.403,2018-01-17 03:03:02,"CVS, the American pharmaceutical giant, has pledged to stop ""materially altering"" all of the imagery associated wit… https://t.co/4HXk67EaZ7",-0.296,0.0,0.885,0.115
80,2018-01-15 11:56:03,"London's air quality is within legal limits in mid-January for the first time in 10 years, City Hall has said. 🚙💨… https://t.co/deEVaBEkOA",0.128,0.067,0.933,0.0,2017-12-23 00:39:52,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,0.9422,0.469,0.531,0.0,2018-01-17 11:50:04,"From Texas to Maine, a winter storm bringing frigid temperatures and snow has put portions of 23 states and more th… https://t.co/YJSzE0gSRV",0.0,0.0,1.0,0.0,2018-01-05 04:04:52,At the #FOXTCA party with @crystalmreed 🎉 https://t.co/F37GneYRBD,0.4019,0.31,0.69,0.0,2018-01-17 02:48:01,"A lawsuit, filed by 21 state attorneys general, said the FCC's actions on net neutrality broke federal law https://t.co/6a01SSFYoZ",-0.5719,0.0,0.773,0.227
81,2018-01-15 11:34:17,"Everybody gets down sometimes. But if it's stopping you living your life, you may be depressed.… https://t.co/hGYCHIEd1K",-0.1531,0.0,0.909,0.091,2017-12-22 19:35:35,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",0.6588,0.241,0.759,0.0,2018-01-17 11:40:10,Former gang members in El Salvador fear more crime if TPS ends https://t.co/g17P03yfkT https://t.co/y6PEgiKIAk,-0.7902,0.0,0.632,0.368,2018-01-05 04:04:30,At the #FOXTCA party with @BlairPerkins 🎉 https://t.co/3eM69D3AXI,0.4019,0.31,0.69,0.0,2018-01-17 02:33:06,Formidable tail weaponry is nearly absent in living animals. Scientists have an explanation for what happened to th… https://t.co/mLvVv9GftE,-0.2263,0.0,0.905,0.095
82,2018-01-15 11:18:03,"🥛🦆 Defeated by 'youthquake' to be @OxfordWords' word of the year, 'milkshake duck' has - perhaps fittingly - won so… https://t.co/WgobKLupRq",0.1531,0.155,0.714,0.13,2017-12-22 18:03:20,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",0.6597,0.278,0.722,0.0,2018-01-17 11:30:05,North Korea linked to new cryptocurrency attacks https://t.co/7zERv90gUo https://t.co/0zaTid2Fkb,-0.4404,0.0,0.734,0.266,2018-01-05 04:03:56,At the #FOXTCA party with Matt Czuchry! 🎉 https://t.co/OA1gv3Ayd3,0.4574,0.299,0.701,0.0,2018-01-17 02:17:06,RT @SangerNYT: For 70 years American strategy has assumed adversaries could pose an existential threat to US only with nuclear weapons. Imp…,-0.8074,0.0,0.696,0.304
83,2018-01-15 10:37:22,⛸❄️ Synchronised ice skating is NOT as easy as it looks. 😂 https://t.co/IL8jqldnCV,0.4404,0.209,0.791,0.0,2017-12-22 14:04:52,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,0.5255,0.159,0.841,0.0,2018-01-17 11:18:41,The Yelp rating for the Trump International Hotel in Washington fell two stars after hundreds of one-star reviews w… https://t.co/Rmk63wFgEs,0.0,0.0,1.0,0.0,2018-01-05 04:03:26,At the #FOXTCA party with @keeshasharp 🎉 https://t.co/0S5pQ7bmMW,0.4019,0.31,0.69,0.0,2018-01-17 02:03:03,Evening Briefing: Here's what you need to know at the end of the day https://t.co/UjWCQS8lXh,0.0,0.0,1.0,0.0
84,2018-01-15 10:34:23,RT @BBCArchive: Cyrille Regis making football look very easy indeed in 1981 https://t.co/JgW9mlN2Sj,0.4927,0.21,0.79,0.0,2017-12-21 12:04:04,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",0.8718,0.368,0.632,0.0,2018-01-17 11:08:01,Fox News had a story at the height of the presidential election that detailed an alleged sexual relationship betwee… https://t.co/GyycN8YPDa,0.0,0.0,1.0,0.0,2018-01-05 04:03:05,At the #FOXTCA party with @nathanleegraham 🎉 https://t.co/W8N5dawDGn,0.4019,0.31,0.69,0.0,2018-01-17 01:48:05,YouTube said it altered the threshold for which videos can accept ads and pledged more human oversight of its top-t… https://t.co/i1LDtnJBfv,0.3818,0.115,0.885,0.0
85,2018-01-15 10:30:44,"RT @BBCOne: How to feel better on #BlueMonday: 
• 1: Watch this. 
• 2: See above. 

🐯🐆🦁🐅🐱 
#BigCats • https://t.co/ZrUUTF46lx • @BBCiPlayer…",0.4404,0.146,0.854,0.0,2017-12-21 01:04:27,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",0.6597,0.213,0.787,0.0,2018-01-17 10:57:46,"9 Park Service advisory board members quit, citing concern over the Trump administration's priorities regarding the… https://t.co/n3d1FEgI1y",0.0,0.0,1.0,0.0,2018-01-05 04:02:29,At the #FOXTCA party with @TheManishDayal 🎉 https://t.co/FzB4hFsWeR,0.4019,0.31,0.69,0.0,2018-01-17 01:33:04,"A baby who had experimental surgery while still in the womb for a severe spinal defect, is born: full-term and kick… https://t.co/CpAF8Q6zWl",-0.6124,0.0,0.783,0.217
86,2018-01-15 09:00:05,"💡 From wifi to drones, here are five Nikola Tesla predictions that came true. 👉 https://t.co/U05rvEERkv https://t.co/aswLID44m4",0.4215,0.167,0.833,0.0,2017-12-20 23:00:04,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,0.3818,0.157,0.843,0.0,2018-01-17 10:46:01,President Trump scored 30/30 on a cognitive test during his physical examination. Could you do the same? https://t.co/w0QpJnSSnZ,0.0,0.0,1.0,0.0,2018-01-05 04:02:10,At the #FOXTCA party with @TheManishDayal and @therealmelinak 🎉 https://t.co/wCvX2Hy0Wt,0.4019,0.252,0.748,0.0,2018-01-17 01:18:01,"RT @NYTNational: The California home where 13 emaciated siblings were found was registered as a school. But inside, the authorities found t…",0.0,0.0,1.0,0.0
87,2018-01-15 08:44:20,"RT @CBeebiesHQ: Today is #BlueMonday - the most depressing day of the year (apparently) 😢

Thankfully, the @NHS has advice on how you can b…",-0.024,0.105,0.787,0.108,2017-12-20 21:08:10,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",0.743,0.249,0.751,0.0,2018-01-17 10:28:20,"President Trump starts his day around 5:30 a.m. Here's a window inside his morning ""executive time.""… https://t.co/0PKX8AK84j",0.0,0.0,1.0,0.0,2018-01-05 04:00:53,At the #FOXTCA party with @stuholden and @alexilalas 🎉 https://t.co/63kIKIZiEB,0.4019,0.252,0.748,0.0,2018-01-17 01:03:07,"Philip Roth shares his thoughts on President Trump, #MeToo and retirement https://t.co/XVJF2Dx2kH",0.296,0.167,0.833,0.0
88,2018-01-15 08:44:03,"RT @BBCBreakfast: Could you write a 500 word story? ✍️
Today Radio 2 launch their children's writing competition '500 Words' and @davidwall…",0.0,0.0,1.0,0.0,2017-12-20 20:10:15,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,0.7222,0.281,0.719,0.0,2018-01-17 09:46:29,"The flash of light that lit the night sky in Michigan on Tuesday is likely a meteor, the National Weather Service s… https://t.co/ltrzhS4Ybo",0.0,0.0,1.0,0.0,2018-01-05 04:00:35,At the #FOXTCA party with @ChandlerLKinney 🎉 https://t.co/4RNOpFTXiI,0.4019,0.31,0.69,0.0,2018-01-17 00:47:05,"RT @MarkMazzettiNYT: Last May, the NYT reported on how the CIA’s network in China had been systematically dismantled. Man at center of mole…",0.0,0.0,1.0,0.0
89,2018-01-15 08:40:40,"RT @BBCEarth: It seems the return of the wolves has had remarkable consequences for the entire Yellowstone Park ecosystem
https://t.co/bgHH…",0.5574,0.159,0.841,0.0,2017-12-20 19:31:47,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,0.0,0.0,1.0,0.0,2018-01-17 09:39:19,"Nestle is selling nearly $3 billion worth of its US candy brands -- including Butterfinger, BabyRuth and Nerds -- t… https://t.co/PLGCXWYEqK",0.2263,0.087,0.913,0.0,2018-01-05 03:59:24,At the #FOXTCA party with @shauneywood 🎉 https://t.co/6KBSh4ab6j,0.4019,0.31,0.69,0.0,2018-01-17 00:33:02,"Mathilde Krim, who has died at 91, crusaded against AIDS with appeals to conscience that raised funds and internati… https://t.co/LsOk9owljC",-0.5574,0.0,0.841,0.159
90,2018-01-15 08:40:02,"Every parent needs to watch this! 

📱👨‍👩‍👧‍👦 Some words of advice on how to keep your children safe online. https://t.co/czwGqmZvL3",0.4926,0.144,0.856,0.0,2017-12-20 15:30:01,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,0.5423,0.143,0.857,0.0,2018-01-17 09:29:38,"The antique look of the Mercedes-Benz G-class SUV is a big part of its rugged charm. So much so, in fact, that even… https://t.co/YWmXrmJeZo",0.4019,0.109,0.891,0.0,2018-01-05 03:59:14,At the #FOXTCA party with @RealMerrinD 🎉 https://t.co/5shcyOegXo,0.4019,0.31,0.69,0.0,2018-01-17 00:18:03,"RT @nytvideo: There is no singular experience of becoming a mother. Our video series tells your stories, inspired by more than 1,300 submis…",0.25,0.126,0.787,0.087
91,2018-01-15 08:38:25,RT @BBCiPlayer: 💪 #agynessdeyn and @mrjimsturgess have a box set challenge for you. Who’s in? ☀️ #HardSun https://t.co/zq0wbM1ED6,0.0772,0.08,0.92,0.0,2017-12-20 01:01:19,RT @survivorcbs: This finale is going to be unlike any ending in the history of #Survivor. Don't miss the finale + reunion all starting Wed…,0.1139,0.059,0.941,0.0,2018-01-17 09:17:02,Read President Trump's physical exam report https://t.co/GSYPLS8j2b,0.0,0.0,1.0,0.0,2018-01-05 03:58:36,At the #FOXTCA party with @AishaHinds 🎉 https://t.co/o5gsgxb7nQ,0.4019,0.31,0.69,0.0,2018-01-17 00:07:06,"Bill Miller, the investor who beat the S&amp;P 500 for 15 straight years, donated $75 million to support philosophy at… https://t.co/8pM1s0v8Qa",0.5574,0.195,0.805,0.0
92,2018-01-15 08:20:04,"Brain injury doesn't always result in an undesirable personality change. 

😈😇 When personality goes from bad to goo… https://t.co/i0Tq3OKNBM",-0.8481,0.0,0.635,0.365,2017-12-20 00:14:34,"This Friday, gather around the tree and celebrate the holidays with Lucille Ball! Watch two colorized back-to-back… https://t.co/4wopbmS4ez",0.7644,0.292,0.708,0.0,2018-01-17 09:10:39,"This is what the new Dunkin' Donuts stores will look like -- sans ""Donuts"" on the sign https://t.co/l7AyAa7xBn https://t.co/VKKLUa9D1o",0.3612,0.122,0.878,0.0,2018-01-05 03:57:54,At the #FOXTCA party with Bruce Greenwood! 🎉 https://t.co/Kt4URm13k6,0.4574,0.299,0.701,0.0,2018-01-16 23:59:08,Marc Stein often knows what's happening in the NBA before the players do. He's willing to share. Sign up for his ne… https://t.co/vIsPG7iErH,0.296,0.091,0.909,0.0
93,2018-01-15 08:01:01,"Sunday vibes on a #MondayMorning... 😴

#BigCats https://t.co/K2rRMTFU5S",0.0,0.0,1.0,0.0,2017-12-19 21:12:50,Kevin and Vanessa took a trip back in time on last night's #KevinCanWait. Watch the latest episode now:… https://t.co/SAqbLOd1Pg,0.0,0.0,1.0,0.0,2018-01-17 09:01:05,"Killing NAFTA would cost the United States 300,000 jobs, cut economic growth, hurt stocks and cause prices for cons… https://t.co/o6P4UaAOdk",-0.6705,0.178,0.495,0.327,2018-01-05 03:57:04,At the #FOXTCA party with @dantebrown @hollytaylor97 and @dirkblocker 🎉 https://t.co/gkW2EPbYwq,0.4019,0.231,0.769,0.0,2018-01-16 23:55:03,NBA Power Rankings: A team-by-team progress report at the midseason https://t.co/mypfCDssg4,0.4215,0.237,0.763,0.0
94,2018-01-15 07:38:04,"👑🖼 King of the collectors. 

A new exhibition brings the treasures amassed by Charles I together again for the firs… https://t.co/FN6i566H5e",0.4215,0.135,0.865,0.0,2017-12-19 21:00:03,"Find out how to watch A Home for the Holidays with @JoshGroban, featuring performances by @Kelly_Clarkson,… https://t.co/Y6zrR9PigH",0.3818,0.148,0.852,0.0,2018-01-17 09:00:06,The US has announced that it will hold back more than half of the funding it provides for a UN agency that supports… https://t.co/vwS3yyfxP2,0.0,0.0,1.0,0.0,2018-01-05 03:55:48,At the #FOXTCA party with @MitchPileggi1 and @pileggisawyer 🎉 https://t.co/msT7YP9l8n,0.4019,0.252,0.748,0.0,2018-01-16 23:48:05,Evening Briefing: Here's what you need to know at the end of the day https://t.co/vtvJfVLmB6,0.0,0.0,1.0,0.0
95,2018-01-14 20:15:03,Britain is the only place in the world with a medieval Coronation ceremony. 🇬🇧 #TheCoronation https://t.co/WJfENrXnu3,0.0,0.0,1.0,0.0,2017-12-19 15:30:04,"In one week, celebrate a night of legends when @LionelRichie, @GloriaEstefan, Carmen de Lavallade (@CarmenDances),… https://t.co/u7eXxb521H",0.5719,0.209,0.791,0.0,2018-01-17 08:51:24,Caroline Wozniacki pulls off amazing comeback at Australian Open https://t.co/aWIbkP4NAj https://t.co/XnoJdMK27a,0.5859,0.275,0.725,0.0,2018-01-05 03:54:22,At the #FOXTCA party with @MMitchenor 🎉 https://t.co/XSp6FI9eS1,0.4019,0.31,0.69,0.0,2018-01-16 23:33:05,RT @adamgoldmanNYT: SCOOP: Ex-C.I.A. Officer Suspected of Compromising Chinese Informants Is Arrested https://t.co/S56Mw4jglW,-0.3954,0.135,0.577,0.288
96,2018-01-14 20:00:09,"Long nights, snowshoes and a broken down boat... 

🎥🐯🎬 This is what it was really like filming #BigCats.… https://t.co/Ot9oNcEwkI",-0.079,0.128,0.731,0.142,2017-12-19 14:42:58,"Kick off The 60th Annual #GRAMMYs with @NancyODell, @KevinFrazier &amp; @KeltieKnight as they go behind the scenes with… https://t.co/J6KDEGV1g1",0.0,0.0,1.0,0.0,2018-01-17 08:45:12,"When Saudi Arabia's Jeddah Tower opens in 2020, it will knock Dubai's iconic Burj Khalifa off its throne as the tal… https://t.co/VHCMeMim4b",0.0,0.0,1.0,0.0,2018-01-05 03:53:23,At the #FOXTCA party with @charliewalk @jesse_walk and @jagger_walk 🎉 https://t.co/BjOVc2Z7XP,0.4019,0.231,0.769,0.0,2018-01-16 23:25:44,Breaking News: A former CIA agent was arrested by the FBI. He is suspected of compromising agency informants in Chi… https://t.co/TwsmVeilWc,-0.6124,0.0,0.783,0.217
97,2018-01-14 19:30:08,"Ten times pop culture romanticised sexual harassment. 

And maybe you didn't even notice it...… https://t.co/P28RPwXaNK",-0.2023,0.141,0.677,0.182,2017-12-19 00:39:07,"Country crooner Luke Bryan (@LukeBryanOnline) honors @LionelRichie with a smooth rendition of his original song, 'P… https://t.co/XIF7ESukR8",0.6808,0.286,0.714,0.0,2018-01-17 08:37:03,Fox News had a story at the height of the presidential election that detailed an alleged sexual relationship betwee… https://t.co/YTkMtV6I4H,0.0,0.0,1.0,0.0,2018-01-05 03:52:54,At the #FOXTCA party with @charliewalk 🎉 https://t.co/vjcfh9OLmM,0.4019,0.31,0.69,0.0,2018-01-16 23:03:06,"NYC's comptroller is calling for an end to commercial bail. ""You’re further putting poor families into poverty,"" he… https://t.co/fQ7GQDUGAm",-0.4767,0.0,0.853,0.147
98,2018-01-14 19:00:07,"No sympathy from the camera operator at all. 😂
https://t.co/cQF64ofzMz",0.0772,0.214,0.598,0.188,2017-12-18 22:53:34,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/7uXC3SEz96,0.875,0.357,0.643,0.0,2018-01-17 08:33:06,"""Your silence and your amnesia is complicity”: Sen. Cory Booker unleashes on Homeland Security Secretary Kirstjen N… https://t.co/gO1KoFKqL1",0.34,0.124,0.876,0.0,2018-01-05 03:52:07,At the #FOXTCA party with @lexluofficial 🎉 https://t.co/zbNYqViXMO,0.4019,0.31,0.69,0.0,2018-01-16 22:48:04,J.M. Coetzee won a Nobel Prize for unsparing novels like “Waiting for the Barbarians” and “Disgrace.” But in his yo… https://t.co/Gdx2LLZq5J,0.8591,0.358,0.642,0.0
99,2018-01-14 18:33:04,"On the 65th anniversary of the Coronation, the Queen shares her memories of the ceremony. 👑

#TheCoronation | 8pm |… https://t.co/E9PmcZEnsf",0.296,0.109,0.891,0.0,2017-12-18 21:32:25,"It's the greatest gift a family can give. Celebrate adoption with superstars @JoshGroban, @Kelly_Clarkson,… https://t.co/1wc6meuGF7",0.8957,0.495,0.505,0.0,2018-01-17 08:22:58,"In the wake of the Logan Paul controversy, YouTube is trying to reassure advertisers by pledging to ""manually revie… https://t.co/9NdlEbX5hi",0.34,0.112,0.888,0.0,2018-01-05 03:51:44,At the #FOXTCA party with @blairperkins @ashminormusic and @lexluofficial 🎉 https://t.co/GPsLnFyFX3,0.4019,0.231,0.769,0.0,2018-01-16 22:33:05,Satellite imagery of the California mudslides that are being used to identify what caused them https://t.co/4ml98yTyoM,0.0,0.0,1.0,0.0
